"Customer.Type","Type.of.Travel","Class","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"0","0","1",0,9,"0"
"0","0","0",311,299,"0"
"0","0","0",3,0,"1"
"0","0","0",0,0,"1"
"0","0","0",17,5,"1"
"0","0","0",0,0,"1"
"0","1","2",2,0,"0"
"0","0","1",0,12,"0"
"0","1","2",2,0,"0"
"0","0","0",32,24,"1"
"1","0","2",0,0,"0"
"0","1","2",2,0,"0"
"0","0","0",3,0,"0"
"1","0","0",4,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","0",5,13,"0"
"1","0","0",16,9,"1"
"0","0","0",40,49,"1"
"0","0","0",0,0,"1"
"1","0","2",2,0,"0"
"0","1","2",3,3,"1"
"0","0","0",1,0,"1"
"0","0","0",11,11,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",2,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",1,4,"0"
"0","0","2",2,0,"1"
"0","0","2",7,3,"1"
"0","0","0",2,0,"1"
"1","0","2",0,0,"0"
"1","0","2",0,7,"0"
"0","1","2",0,0,"0"
"0","0","0",8,9,"1"
"0","1","2",22,83,"0"
"1","0","0",14,12,"0"
"1","0","1",72,73,"0"
"0","1","2",10,21,"0"
"0","1","2",98,99,"0"
"0","1","2",4,0,"0"
"0","1","2",0,0,"0"
"0","0","0",9,0,"1"
"0","1","2",0,0,"1"
"1","0","2",0,0,"0"
"0","1","0",0,41,"0"
"0","0","0",13,0,"1"
"0","1","2",0,0,"0"
"0","1","2",180,165,"0"
"0","1","2",0,0,"0"
"0","1","2",0,4,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"1","0","1",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,16,"0"
"1","0","2",5,0,"0"
"0","1","2",129,133,"0"
"0","1","2",0,0,"0"
"1","0","2",0,9,"0"
"1","0","2",0,0,"1"
"0","0","0",0,9,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"0"
"1","0","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","1",56,39,"0"
"0","0","0",46,50,"1"
"1","0","0",122,110,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","0",25,22,"1"
"0","1","2",24,37,"1"
"1","0","2",0,0,"0"
"0","0","2",78,69,"0"
"1","0","2",0,0,"1"
"0","0","1",0,0,"1"
"0","0","2",37,51,"1"
"0","1","2",1,5,"0"
"0","1","2",0,0,"0"
"0","0","0",20,21,"1"
"0","0","0",13,34,"0"
"0","1","2",0,24,"0"
"0","1","2",0,0,"1"
"0","0","0",1,7,"1"
"0","0","0",3,0,"1"
"0","1","2",5,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","1","2",85,81,"0"
"1","0","2",0,0,"0"
"0","0","0",0,62,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,7,"1"
"0","0","0",7,8,"1"
"0","0","0",0,0,"1"
"0","1","2",12,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"0"
"1","0","2",22,7,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",22,11,"0"
"1","0","2",0,0,"1"
"0","1","0",3,0,"0"
"0","0","0",0,0,"1"
"0","1","2",32,17,"0"
"0","0","2",0,0,"1"
"1","0","2",0,0,"0"
"0","1","0",16,13,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","1",14,40,"0"
"0","0","0",1,4,"1"
"0","1","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","0",1,6,"1"
"0","1","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",19,9,"0"
"1","0","1",86,62,"0"
"0","0","1",6,6,"0"
"0","0","0",0,13,"1"
"0","0","0",3,20,"1"
"1","0","0",32,33,"0"
"0","0","1",76,71,"0"
"0","0","0",32,7,"1"
"1","0","2",0,19,"0"
"0","0","2",44,30,"1"
"0","1","2",0,0,"0"
"0","1","2",0,2,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,10,"0"
"0","1","2",33,58,"0"
"0","1","2",11,6,"0"
"0","0","0",0,0,"1"
"0","0","0",11,7,"1"
"1","0","2",0,0,"1"
"0","0","0",23,19,"1"
"0","0","0",0,0,"0"
"1","0","2",0,0,"1"
"0","0","0",3,64,"1"
"0","0","0",0,1,"1"
"0","1","2",17,30,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",7,0,"1"
"0","1","1",0,7,"0"
"0","1","2",0,41,"0"
"0","1","2",16,3,"1"
"0","1","2",0,0,"0"
"0","0","2",168,180,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",40,49,"0"
"0","0","0",0,0,"1"
"0","0","0",3,7,"0"
"0","0","2",18,18,"1"
"0","0","0",0,0,"1"
"0","1","0",1,0,"0"
"0","0","0",0,11,"1"
"0","0","1",27,18,"0"
"1","0","2",0,0,"1"
"1","0","0",14,0,"0"
"0","1","0",0,0,"0"
"0","0","0",4,5,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",20,11,"0"
"1","0","2",16,12,"0"
"0","1","2",15,7,"1"
"0","1","2",14,11,"0"
"0","1","2",15,28,"0"
"0","1","2",75,84,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",1,0,"1"
"0","1","2",28,33,"0"
"0","1","1",0,0,"0"
"1","0","1",0,0,"0"
"1","0","0",138,136,"1"
"0","1","1",41,25,"0"
"0","0","2",7,5,"1"
"1","0","0",0,9,"0"
"0","0","0",0,2,"1"
"0","1","2",0,0,"0"
"0","0","0",0,6,"1"
"1","0","1",4,3,"0"
"0","1","0",18,24,"0"
"0","1","2",31,62,"0"
"0","0","0",0,0,"1"
"0","0","0",4,0,"1"
"0","0","0",47,49,"1"
"0","0","0",9,0,"1"
"0","1","2",8,0,"0"
"0","0","2",0,0,"1"
"0","0","2",28,25,"0"
"0","0","0",6,16,"1"
"0","0","0",0,0,"1"
"0","0","0",0,3,"1"
"0","0","0",0,0,"1"
"1","0","0",0,20,"0"
"0","1","0",0,0,"0"
"1","0","0",6,5,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","1","2",2,1,"1"
"0","0","0",41,12,"1"
"0","1","2",0,0,"0"
"0","0","2",0,20,"1"
"0","1","2",15,0,"0"
"0","1","2",39,12,"0"
"0","0","2",0,0,"1"
"1","0","0",8,0,"0"
"0","0","0",17,18,"1"
"0","0","0",4,9,"1"
"1","0","2",70,99,"0"
"0","1","2",6,0,"1"
"0","1","2",0,0,"1"
"0","1","2",7,0,"0"
"0","1","2",52,52,"0"
"0","1","2",2,22,"0"
"0","0","0",0,0,"1"
"0","0","2",4,0,"1"
"0","1","2",0,0,"0"
"0","0","0",13,0,"1"
"0","0","0",3,48,"0"
"1","0","0",0,0,"0"
"0","0","0",11,6,"1"
"0","1","0",0,0,"0"
"0","0","1",0,0,"1"
"1","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",8,0,"1"
"0","0","0",12,0,"0"
"0","1","2",10,6,"0"
"0","0","0",12,21,"0"
"0","0","2",130,121,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",8,2,"0"
"1","0","0",0,0,"0"
"0","0","1",2,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,1,"0"
"0","0","2",74,70,"1"
"0","1","2",0,0,"0"
"0","0","2",68,82,"0"
"0","0","0",0,0,"0"
"1","0","2",0,3,"0"
"0","1","1",0,24,"0"
"0","0","0",8,0,"0"
"1","0","2",9,0,"0"
"0","1","2",1,2,"0"
"0","1","2",0,0,"0"
"0","0","0",17,8,"0"
"0","0","0",12,0,"0"
"0","0","0",172,156,"1"
"0","0","2",5,0,"1"
"0","0","0",0,3,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","0","0",15,7,"1"
"0","0","0",11,1,"1"
"0","1","2",138,131,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,1,"1"
"0","1","2",6,0,"0"
"1","0","2",4,0,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,12,"1"
"1","0","2",0,0,"1"
"0","0","0",54,36,"1"
"0","1","2",0,2,"0"
"0","0","2",0,2,"1"
"0","0","0",0,0,"0"
"0","0","0",1,3,"1"
"0","0","2",0,0,"1"
"0","0","2",0,0,"0"
"0","1","2",32,34,"0"
"0","1","2",0,19,"0"
"0","0","0",3,0,"0"
"0","1","2",0,26,"0"
"0","0","2",0,0,"0"
"0","1","1",79,74,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",3,0,"1"
"0","0","0",0,0,"0"
"0","1","2",1,0,"0"
"0","0","2",0,0,"1"
"1","0","0",0,0,"0"
"0","0","0",22,16,"0"
"0","1","2",98,102,"0"
"0","0","1",1,0,"0"
"0","1","2",13,10,"0"
"0","1","1",56,62,"0"
"0","0","0",0,19,"0"
"1","0","0",23,8,"1"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","1","2",29,32,"0"
"0","0","0",90,82,"1"
"0","0","0",0,0,"1"
"0","1","2",3,20,"0"
"0","0","2",0,0,"0"
"0","0","2",0,43,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",31,12,"1"
"1","0","0",0,0,"0"
"1","0","2",10,10,"0"
"0","0","2",14,0,"1"
"0","0","0",0,0,"0"
"0","1","1",60,59,"0"
"0","1","2",96,88,"0"
"0","1","2",0,0,"0"
"1","0","2",0,5,"1"
"0","1","2",3,0,"0"
"0","1","2",0,9,"0"
"1","0","2",0,0,"0"
"0","0","0",47,40,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","1",15,23,"0"
"0","0","0",40,57,"1"
"0","0","0",19,5,"0"
"0","0","0",2,11,"1"
"0","1","2",5,19,"0"
"0","0","0",54,43,"0"
"0","0","0",0,5,"1"
"0","1","2",2,0,"1"
"0","0","2",0,0,"1"
"0","1","2",0,9,"1"
"0","0","0",1,10,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",33,25,"1"
"0","0","0",1,0,"1"
"0","1","2",0,0,"1"
"0","1","2",21,7,"0"
"1","0","0",12,0,"0"
"0","0","0",17,5,"0"
"0","1","2",0,0,"0"
"0","0","0",3,6,"1"
"1","0","2",87,59,"0"
"1","0","0",7,43,"0"
"1","0","0",0,44,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",3,5,"1"
"0","1","2",85,76,"0"
"0","1","2",1,8,"0"
"0","0","2",7,2,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",51,54,"0"
"0","0","2",64,54,"0"
"0","0","0",0,0,"1"
"0","1","2",1,0,"0"
"0","1","2",0,0,"1"
"0","0","2",4,0,"0"
"0","1","2",0,0,"0"
"0","0","0",3,11,"0"
"1","0","0",0,0,"1"
"0","1","1",36,34,"0"
"0","0","0",0,0,"1"
"0","0","0",28,34,"1"
"0","0","2",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",15,52,"0"
"0","0","0",11,0,"1"
"0","0","2",0,0,"0"
"1","0","2",0,3,"0"
"0","0","2",5,0,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"0","0","0",27,28,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",143,148,"0"
"0","0","0",0,0,"1"
"0","1","2",6,0,"0"
"1","0","2",0,3,"0"
"1","0","0",83,86,"0"
"1","0","0",0,0,"0"
"0","1","2",23,7,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",21,17,"0"
"0","0","0",15,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,9,"1"
"0","0","0",0,0,"1"
"1","0","2",23,50,"0"
"1","0","2",0,0,"0"
"0","1","2",0,11,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","0",6,4,"0"
"0","1","2",17,12,"0"
"0","0","0",0,0,"1"
"0","1","2",64,54,"0"
"0","1","2",0,0,"1"
"0","0","2",35,35,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","2",0,0,"1"
"0","1","2",5,18,"0"
"0","0","0",30,17,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",28,33,"0"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",5,0,"1"
"0","0","0",36,17,"1"
"0","0","0",0,0,"1"
"0","1","1",4,2,"0"
"0","1","1",7,0,"0"
"0","0","2",0,0,"1"
"1","0","0",17,21,"0"
"0","0","0",0,0,"1"
"0","0","2",0,22,"1"
"0","0","0",3,6,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",1,0,"0"
"0","1","2",0,0,"0"
"1","0","0",0,0,"1"
"0","0","2",0,3,"1"
"0","1","2",8,0,"0"
"0","0","0",61,58,"0"
"0","1","1",89,148,"0"
"0","0","1",17,16,"1"
"0","0","1",127,119,"0"
"1","0","0",5,1,"1"
"0","0","0",0,0,"1"
"0","0","0",14,15,"1"
"0","1","2",6,15,"0"
"0","1","2",0,0,"1"
"0","1","2",11,0,"0"
"0","1","2",5,23,"0"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","1",0,0,"0"
"0","0","0",26,13,"1"
"0","1","0",23,37,"0"
"0","1","2",9,4,"0"
"0","1","2",79,62,"0"
"0","0","0",26,23,"1"
"0","1","2",4,0,"0"
"0","0","0",19,24,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"0","0","2",153,135,"1"
"0","0","0",29,28,"0"
"0","1","2",20,11,"0"
"0","0","0",0,0,"1"
"0","0","2",0,19,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","1",0,0,"1"
"0","0","0",2,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",195,180,"1"
"0","0","0",0,5,"1"
"0","0","0",6,0,"1"
"0","0","0",3,5,"0"
"0","0","0",0,0,"1"
"0","1","2",0,5,"0"
"0","0","1",140,138,"1"
"0","1","1",16,4,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",48,32,"1"
"0","0","1",11,18,"0"
"0","0","0",0,1,"1"
"0","0","1",0,0,"0"
"0","1","2",0,2,"0"
"0","1","0",1,0,"0"
"0","0","0",0,0,"1"
"0","1","2",6,3,"1"
"0","1","0",24,27,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",6,0,"0"
"0","0","0",0,0,"1"
"0","1","1",1,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",80,90,"0"
"0","1","2",0,6,"0"
"0","0","0",0,2,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",29,23,"0"
"0","1","2",29,29,"0"
"1","0","2",12,11,"1"
"0","0","0",0,3,"0"
"0","0","0",10,6,"1"
"0","1","1",10,5,"0"
"0","0","0",0,0,"1"
"1","0","2",11,12,"0"
"1","0","0",0,0,"0"
"1","0","0",0,0,"1"
"0","0","2",11,0,"0"
"0","0","0",6,0,"1"
"1","0","2",5,41,"0"
"0","1","2",0,2,"0"
"0","1","2",0,1,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","0",0,0,"1"
"0","0","0",6,0,"1"
"0","0","0",19,14,"1"
"0","0","1",50,51,"0"
"1","0","2",35,34,"1"
"0","1","2",0,0,"1"
"1","0","2",24,29,"0"
"1","0","2",0,0,"0"
"0","1","0",0,15,"0"
"1","0","2",60,46,"0"
"1","0","2",0,0,"1"
"0","0","2",0,0,"1"
"0","0","2",86,92,"1"
"0","1","2",3,3,"1"
"0","0","2",0,0,"1"
"0","0","0",10,5,"1"
"0","0","0",0,6,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",163,186,"0"
"0","0","1",135,140,"1"
"0","1","2",0,0,"0"
"1","0","0",53,49,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",33,26,"1"
"0","0","0",1,0,"1"
"1","0","1",0,13,"0"
"0","0","0",0,0,"1"
"0","1","2",20,8,"0"
"0","0","0",0,1,"1"
"0","0","2",0,0,"0"
"1","0","0",50,42,"1"
"1","0","0",204,218,"1"
"1","0","2",0,16,"0"
"0","1","1",29,21,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",7,0,"1"
"0","0","2",5,0,"1"
"0","0","1",0,0,"0"
"0","0","2",3,0,"1"
"0","0","0",5,3,"1"
"0","1","2",0,0,"0"
"0","1","2",6,0,"0"
"0","1","2",3,4,"0"
"0","1","2",41,20,"0"
"0","0","0",57,42,"1"
"1","0","0",0,4,"0"
"1","0","1",4,21,"0"
"0","0","0",16,0,"1"
"1","0","0",0,0,"0"
"0","0","0",1,3,"1"
"1","0","0",34,18,"0"
"0","0","0",114,111,"1"
"0","0","0",0,7,"1"
"0","0","0",15,17,"1"
"0","1","2",1,0,"0"
"0","1","2",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",23,25,"1"
"0","1","2",0,0,"0"
"0","1","2",13,12,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",4,13,"1"
"0","0","0",140,127,"0"
"0","0","0",12,1,"0"
"1","0","0",18,17,"0"
"0","1","2",0,0,"1"
"0","0","0",20,23,"1"
"0","0","0",27,28,"0"
"0","1","2",12,0,"0"
"1","0","2",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",51,61,"0"
"0","0","0",0,11,"1"
"0","1","2",3,1,"0"
"0","0","2",26,6,"0"
"0","0","0",0,0,"1"
"0","0","2",12,6,"0"
"0","0","0",0,0,"1"
"0","0","0",0,4,"1"
"0","0","0",0,9,"1"
"0","0","0",4,15,"1"
"0","1","1",6,0,"0"
"0","1","1",0,0,"0"
"1","0","2",44,39,"1"
"0","1","2",17,0,"0"
"0","1","2",22,55,"0"
"0","1","0",9,0,"1"
"0","1","2",15,8,"0"
"1","0","2",0,0,"1"
"0","1","1",25,20,"0"
"0","1","2",88,71,"0"
"0","0","0",0,0,"1"
"0","0","2",2,16,"1"
"1","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",56,47,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","1",213,204,"1"
"0","0","2",0,0,"0"
"0","0","0",49,38,"0"
"1","0","2",0,0,"0"
"0","0","1",0,24,"1"
"0","0","0",0,0,"1"
"0","0","1",59,54,"0"
"0","0","0",0,0,"1"
"0","0","0",283,317,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","2",0,19,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",1,0,"0"
"0","1","2",18,5,"0"
"0","0","0",11,4,"1"
"1","0","2",26,21,"0"
"0","0","0",3,2,"1"
"0","0","2",10,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",5,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,1,"1"
"0","0","2",0,10,"1"
"0","1","1",3,0,"1"
"0","0","0",38,45,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",39,37,"1"
"1","0","0",33,25,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",3,0,"0"
"0","0","2",0,6,"0"
"0","1","2",0,16,"1"
"0","0","0",0,0,"1"
"0","0","0",0,24,"1"
"0","1","2",1,0,"0"
"0","0","0",7,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",124,134,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",3,19,"1"
"1","0","0",6,0,"0"
"1","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",4,30,"0"
"0","0","0",76,60,"0"
"1","0","2",23,5,"0"
"0","0","2",49,38,"0"
"1","0","2",0,0,"1"
"0","0","2",0,0,"0"
"0","1","2",27,20,"0"
"0","1","2",0,0,"0"
"1","0","2",0,6,"0"
"0","1","0",0,7,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",12,8,"0"
"0","0","0",2,36,"0"
"0","0","2",0,0,"1"
"0","1","2",76,84,"0"
"0","1","2",0,0,"0"
"0","0","0",4,0,"1"
"0","1","1",0,0,"0"
"0","0","2",34,9,"1"
"1","0","0",0,0,"0"
"1","0","2",172,192,"0"
"1","0","0",70,75,"0"
"1","0","0",4,0,"0"
"0","0","1",29,17,"1"
"0","0","2",0,0,"1"
"0","0","0",338,316,"1"
"0","1","2",5,2,"0"
"0","0","2",23,12,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",25,13,"1"
"0","0","0",17,10,"0"
"0","0","0",342,336,"1"
"0","0","1",26,28,"0"
"0","1","2",27,97,"0"
"1","0","0",0,0,"1"
"0","1","2",14,18,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","0",29,6,"0"
"0","1","2",2,3,"0"
"0","0","0",0,0,"1"
"0","1","2",12,5,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,47,"1"
"0","1","0",0,0,"0"
"0","0","0",0,5,"1"
"1","0","2",0,2,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","2",44,41,"1"
"0","0","0",0,0,"1"
"0","0","0",0,9,"1"
"0","0","0",0,8,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,9,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"1"
"0","0","0",3,0,"1"
"0","0","0",11,13,"1"
"0","1","2",0,3,"0"
"0","0","0",4,0,"0"
"0","1","1",1,15,"0"
"0","0","2",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",6,20,"0"
"1","0","2",9,6,"0"
"0","1","2",0,3,"0"
"1","0","0",0,0,"0"
"0","0","0",0,10,"1"
"0","0","0",0,18,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,6,"1"
"1","0","2",48,61,"0"
"0","0","1",20,17,"0"
"0","1","2",6,3,"0"
"0","0","2",15,0,"0"
"0","1","2",0,0,"0"
"0","0","0",5,11,"1"
"0","0","0",2,2,"1"
"1","0","0",0,0,"1"
"0","0","0",194,183,"1"
"0","1","2",0,2,"0"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,3,"0"
"0","1","2",17,6,"0"
"0","0","0",5,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","1",0,7,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","1","2",11,0,"0"
"0","1","2",0,9,"0"
"0","0","0",0,0,"1"
"0","0","0",12,0,"1"
"0","0","0",2,0,"1"
"0","0","0",0,0,"0"
"0","1","0",0,0,"1"
"0","0","0",30,4,"1"
"0","0","0",75,87,"1"
"0","1","2",119,119,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",3,0,"0"
"0","0","2",98,114,"0"
"0","1","2",0,11,"0"
"0","0","0",3,0,"1"
"0","1","2",0,0,"0"
"0","0","0",15,13,"1"
"0","0","2",0,0,"0"
"0","1","2",13,1,"1"
"0","0","0",0,2,"1"
"1","0","0",50,64,"0"
"0","0","2",0,17,"0"
"0","1","2",10,3,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",4,0,"1"
"0","1","2",15,39,"0"
"0","0","0",0,0,"1"
"0","0","0",3,0,"1"
"0","1","2",31,0,"0"
"0","1","2",0,0,"0"
"1","0","0",6,0,"1"
"0","1","2",7,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","2",4,0,"0"
"0","0","0",0,0,"1"
"0","1","2",2,5,"0"
"0","1","2",32,5,"0"
"0","1","2",6,0,"0"
"0","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",31,33,"1"
"0","0","0",2,15,"1"
"0","0","0",13,3,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",166,162,"1"
"1","0","0",0,0,"0"
"1","0","2",0,0,"1"
"0","0","0",32,20,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",60,54,"0"
"0","0","0",0,0,"1"
"0","0","0",0,6,"1"
"0","1","2",0,0,"0"
"1","0","0",21,20,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",4,1,"0"
"0","0","0",0,0,"1"
"0","0","2",44,32,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",144,173,"0"
"1","0","2",35,18,"1"
"1","0","2",0,0,"0"
"0","0","0",0,1,"1"
"1","0","0",0,0,"0"
"0","0","0",7,2,"1"
"0","0","0",0,25,"0"
"0","0","0",69,97,"1"
"1","0","2",0,0,"0"
"1","0","0",1,0,"0"
"1","0","0",0,0,"0"
"1","0","1",17,7,"0"
"0","0","0",32,47,"0"
"0","0","0",3,16,"1"
"1","0","0",0,0,"1"
"0","0","0",0,0,"0"
"1","0","2",30,20,"1"
"1","0","2",0,6,"1"
"1","0","0",0,0,"0"
"0","0","0",2,0,"0"
"0","0","1",5,9,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","1",5,0,"1"
"0","1","2",0,0,"0"
